bit_num,problem,mode,seed,Objective value,Primal-Dual Gap,Solving time,num_generators
5,28,scip,4,6.268681e6,0.0,0.580144,0
5,29,scip,0,1.854988e6,0.0,49.771687,174
5,29,scip,1,1.854988e6,0.0,69.150442,174
5,29,scip,2,1.854986e6,0.0,57.517561,174
5,29,scip,3,1.854986e6,0.0,57.240846,174
5,29,scip,4,1.854985e6,0.0,66.960181,174
5,30,scip,0,25513.0,0.0,68.309685,0
5,30,scip,1,25494.0,0.0,51.740168,0
5,30,scip,2,25509.0,0.0,55.734734,0
5,30,scip,3,25509.0,0.0,46.704578,0
5,30,scip,4,25509.0,0.0,64.369631,0
5,31,scip,0,0.0,0.0,338.181086,82
5,31,scip,1,0.0,0.0,118.643374,82
5,31,scip,2,0.0,0.0,588.23818,82
5,31,scip,3,0.0,0.0,475.181625,82
5,31,scip,4,0.0,0.0,431.454885,82
5,32,scip,0,0.0,0.0,126.383424,0
5,32,scip,1,0.0,0.0,113.034035,0
5,32,scip,2,0.0,0.0,168.551968,0
5,32,scip,3,0.0,0.0,139.028428,0
5,32,scip,4,0.0,0.0,164.282916,0
5,33,scip,0,7.370978e6,0.0,498.67722,0
5,33,scip,1,7.370978e6,0.0,391.202811,0
5,33,scip,2,7.370978e6,0.0,316.577799,0
5,33,scip,3,7.370978e6,0.0,321.905565,0
5,33,scip,4,7.370978e6,0.0,545.389659,0
5,34,scip,0,2.293965e6,0.3725439406572621,3600.001436,0
5,34,scip,1,2.22269e6,0.287432106891684,3600.012461,0
5,34,scip,2,2.236162e6,0.3221452955762275,3600.001136,0
5,34,scip,3,2.115529e6,0.0,3366.396652,0
5,34,scip,4,2.165876e6,0.2744012669508455,3600.001572,0
5,35,scip,0,-2.164232e6,2.2342873739986985e-5,3600.001406,215
5,35,scip,1,-2.164233e6,2.2342873740420493e-5,3600.000972,215
5,35,scip,2,-2.164229e6,0.0,1821.913988,215
5,35,scip,3,-2.164231e6,2.2342873740203734e-5,3600.001113,215
5,35,scip,4,-2.164231e6,0.0,2029.433874,215
5,36,scip,0,-2.066967e6,0.0,286.615139,323
5,36,scip,1,-2.067038e6,0.0,1562.470248,323
5,36,scip,2,-2.066991e6,0.0,490.880087,323
5,36,scip,3,-2.067168e6,0.0,491.13276,323
5,36,scip,4,-2.06703e6,0.0,29.17746,323
5,37,scip,0,0.0,1.0e20,3600.101659,540
5,37,scip,1,0.0,1.0e20,3600.139397,540
5,37,scip,2,0.0,1.0e20,3600.009296,540
5,37,scip,3,0.0,1.0e20,3600.086979,540
5,37,scip,4,0.0,1.0e20,3600.285037,540
5,38,scip,0,90.0,1.0e20,3600.002754,1500
5,38,scip,1,1111.0,1.0e20,3600.002917,1500
5,38,scip,2,37.0,1.0e20,3600.000719,1500
5,38,scip,3,836.0,1.0e20,3600.003071,1500
5,38,scip,4,343.0,1.0e20,3600.003354,1500
5,39,scip,0,0.0,1.0e20,3600.008253,1500
5,39,scip,1,0.0,1.0e20,3600.001731,1500
5,39,scip,2,0.0,1.0e20,3600.009493,1500
5,39,scip,3,0.0,1.0e20,3600.024224,1500
5,39,scip,4,0.0,1.0e20,3600.004169,1500
5,40,scip,0,-4.79868295e8,1.0e20,3600.028414,0
5,40,scip,1,-4.79870299e8,1.0e20,3600.065838,0
5,40,scip,2,-4.79767626e8,1.0e20,3600.024841,0
5,40,scip,3,-4.79873502e8,1.0e20,3600.023698,0
5,40,scip,4,-4.7918881e8,1.0e20,3600.022471,0
5,41,scip,0,-4.18166652e8,1.0e20,3600.109584,0
5,41,scip,1,-4.2290401e8,1.0e20,3600.094166,0
5,41,scip,2,-4.19910897e8,1.0e20,3600.095955,0
5,41,scip,3,-4.19813573e8,1.0e20,3600.095539,0
5,41,scip,4,-4.18345593e8,1.0e20,3600.095617,0
5,42,scip,0,-4.71660713e8,1.0e20,3600.228178,0
5,42,scip,1,-4.71660713e8,1.0e20,3600.230537,0
5,42,scip,2,-4.71660713e8,1.0e20,3600.221789,0
5,42,scip,3,-4.71660713e8,1.0e20,3600.336159,0
5,42,scip,4,-4.71660713e8,1.0e20,3600.236714,0
5,43,scip,0,-2.7304676e8,0.0019317215925484831,3600.001525,0
5,43,scip,1,-2.7304676e8,0.00230919149298245,3600.001126,0
5,43,scip,2,-2.7304675999999994e8,0.0019920893119046985,3600.00526,0
5,43,scip,3,-2.7304676e8,0.0022900298145512874,3600.001325,0
5,43,scip,4,-2.730388e8,0.0021253957957014873,3600.001446,0
5,44,scip,0,-1.62507697e8,0.0,1588.666541,0
5,44,scip,1,-1.62507697e8,0.0,1985.697906,0
5,44,scip,2,-1.62507697e8,0.0,1264.970556,0
5,44,scip,3,-1.62507697e8,0.0,2357.07094,0
5,44,scip,4,-1.62507697e8,0.0013847254856528322,3600.00149,0
5,45,scip,0,-2.9004463e8,0.006863617270149742,3600.000844,0
5,45,scip,1,-2.90023089e8,0.006529671899783064,3600.005028,0
5,45,scip,2,-2.90443527e8,0.004816577158347829,3600.004803,0
5,45,scip,3,-2.90385007e8,0.0055871001180806444,3600.005273,0
5,45,scip,4,-2.90273197e8,0.005283632435781796,3600.00253,0
5,46,scip,0,-2.62896167e8,0.005659330114766867,3600.007079,0
5,46,scip,1,-2.63025299e8,0.0005826863749953911,3600.046494,0
5,46,scip,2,-2.63118169e8,0.005208157300436162,3600.000983,0
5,46,scip,3,-2.6292035e8,0.0062611891781573035,3600.008901,0
5,46,scip,4,-2.62238454e8,0.008334524314306438,3600.011296,0
5,47,scip,0,-2.31154363e8,0.005799827116683303,3600.004363,0
5,47,scip,1,-2.22113713e8,0.04695715742370222,3600.023268,0
5,47,scip,2,-4.0595623e7,4.73340650877026,3600.038596,0
5,47,scip,3,-4.0595623e7,4.733512159561471,3600.064056,0
5,47,scip,4,-4.2931478e7,4.421246336074492,3600.03703,0
5,48,scip,0,-3.3390113e7,5.638746713966569,3600.050063,0
5,48,scip,1,-3.3390113e7,5.638746713966569,3600.013546,0
5,48,scip,2,-3.3390113e7,5.638746713966569,3600.017305,0
5,48,scip,3,-3.3390113e7,11.111359010581143,3600.148865,0
5,48,scip,4,-3.3390113e7,5.638746713966569,3600.017863,0
5,49,scip,0,-2.7776349e7,13.365967517530212,3600.370596,0
5,49,scip,1,-2.7776349e7,13.365967517530212,3600.390004,0
5,49,scip,2,-2.7776349e7,13.365967517530212,3600.511343,0
5,49,scip,3,-2.7776349e7,13.365967517530212,3600.422388,0
5,49,scip,4,-2.7776349e7,13.365967517530212,3600.37949,0
5,52,scip,0,436505.0,0.008321733883136301,3600.001348,3
5,52,scip,1,436551.0,0.009293936120033024,3600.000256,3
5,52,scip,2,437569.0,0.013832728275417056,3600.00076,3
5,52,scip,3,435010.0,0.009044076514223672,3600.00083,3
5,52,scip,4,436523.99999999994,0.009755478916176305,3600.001129,3
5,53,scip,0,802178.9999999999,0.0,2532.983254,0
5,53,scip,1,802924.0,0.0,3501.159605,0
5,53,scip,2,802879.0,0.0,2655.973964,0
5,53,scip,3,802923.0,0.0022504547165669545,3600.008155,0
5,53,scip,4,802877.9999999998,0.0,2936.116812,0
5,54,scip,0,218175.0,1.0e20,3600.013721,3
5,54,scip,1,218175.0,1.0e20,3600.009077,3
5,54,scip,2,218175.0,1.0e20,3600.013294,3
5,54,scip,3,211564.0,1.0e20,3600.114976,3
5,54,scip,4,218170.0,1.0e20,3600.009601,3
5,55,scip,0,200300.0,0.481298627466686,3600.007708,0
5,55,scip,1,198380.0,0.4646203669796757,3600.005064,0
5,55,scip,2,200300.0,0.48186899529948074,3600.003201,0
5,55,scip,3,194914.0,0.4404679369070982,3600.001757,0
5,55,scip,4,193844.0,0.4339410413182268,3600.001707,0
5,56,scip,0,120216.0,0.1888393407344364,3600.000891,0
5,56,scip,1,120136.00000000004,0.19405378644068036,3600.001549,0
5,56,scip,2,120136.0,0.1941204245035795,3600.000348,0
5,56,scip,3,121623.0,0.20077276274915665,3600.000561,0
5,56,scip,4,122090.0,0.2032138043712454,3600.000338,0
5,57,scip,0,41910.0,0.0,1910.008095,0
5,57,scip,1,41910.0,0.0,939.249962,0
5,57,scip,2,41910.0,0.0,1677.458148,0
5,57,scip,3,41910.0,0.0,1788.805802,0
5,57,scip,4,41910.0,0.0,2082.645561,0
5,63,scip,0,383369.0,0.0,137.409717,0
5,63,scip,1,383369.0,0.0,114.167073,0
5,63,scip,2,383369.0,0.0,112.468282,0
5,63,scip,3,383369.0,0.0,137.992458,0
5,63,scip,4,383369.0,0.0,116.26723,0
5,64,scip,0,43732.0,0.1987802249821711,3600.003003,0
5,64,scip,1,43694.0,0.19418478222794636,3600.003227,0
5,64,scip,2,44769.0,0.22417239580317225,3600.046625,0
5,64,scip,3,43032.0,0.17560599440105212,3600.002086,0
5,64,scip,4,43201.0,0.19070842397946103,3600.001748,0
5,65,scip,0,1.72663e6,0.0,517.474883,0
5,65,scip,1,1.72663e6,0.0,392.751018,0
5,65,scip,2,1.72663e6,0.0,2039.243239,0
5,65,scip,3,1.7266300000000002e6,0.0,1547.59653,0
5,65,scip,4,1.72663e6,0.0,550.880685,0
5,67,scip,0,3.249519e6,4.19706322095077,3600.260552,0
5,67,scip,1,979274.0,0.5802823849587532,3600.007543,0
5,67,scip,2,1.029578e6,0.6599746036043356,3600.010137,0
5,67,scip,3,872205.0,0.40984637981174554,3600.00742,0
5,67,scip,4,988624.0,0.5953259371396485,3600.01238,0
5,70,scip,0,101056.0,0.0,3099.012257,0
5,70,scip,1,101056.0,0.01045724365278366,3600.120871,0
5,70,scip,2,101056.0,0.02334552689785881,3600.027006,0
5,70,scip,3,101056.0,0.010560242890146178,3600.17053,0
5,70,scip,4,101056.0,0.0,3277.445608,0
5,71,scip,0,13652.0,0.012216384606372012,3600.075279,31
5,71,scip,1,15380.0,0.14521642386447534,3600.02232,31
5,71,scip,2,13651.0,0.005435310298831319,3600.001422,31
5,71,scip,3,13648.0,0.0049237338432138065,3600.003499,31
5,71,scip,4,13650.0,0.004743805279105424,3600.001052,31
5,72,scip,0,-202319.0,0.0,222.640207,6
5,72,scip,1,-202319.0,0.0,120.673033,6
5,72,scip,2,-202319.0,0.0,1418.926242,6
5,72,scip,3,-202319.0,0.0,244.251476,6
5,72,scip,4,-202319.0,0.00021434820647422989,3600.002167,6
5,73,scip,0,583780.0,0.0,1338.483132,3
5,73,scip,1,583780.0,0.0,1531.253907,3
5,73,scip,2,583780.0,0.0,2356.680183,3
5,73,scip,3,583780.0,0.0,1149.872531,3
5,73,scip,4,583780.0,0.0,1157.527745,3
5,74,scip,0,527409.0,0.0,385.284493,1500
5,74,scip,1,527460.0,0.0,424.313285,1500
5,74,scip,2,527409.0,0.0,441.166175,1500
5,74,scip,3,527408.0,0.0,359.5381,1500
5,74,scip,4,527409.0,0.0,331.467132,1500
5,75,scip,0,0.0,1.0e20,3600.002186,0
5,75,scip,1,0.0,1.0e20,3600.002291,0
5,75,scip,2,0.0,1.0e20,3600.003324,0
5,75,scip,3,0.0,1.0e20,3600.006387,0
5,75,scip,4,0.0,1.0e20,3600.006652,0
5,76,scip,0,242.0,0.0,2994.048518,0
5,76,scip,1,242.0,0.0,2133.124526,0
5,76,scip,2,242.0,0.0,838.162035,0
5,76,scip,3,242.0,0.0,1857.397553,0
5,76,scip,4,242.0,0.0,1215.566737,0
5,77,scip,0,-4.03539711e8,1.0e20,3600.002382,0
5,77,scip,1,-4.09879413e8,1.0e20,3600.001436,0
5,77,scip,2,-3.71746603e8,1.0e20,3600.000602,0
5,77,scip,3,-4.06251691e8,1.0e20,3600.002587,0
5,77,scip,4,-4.11902917e8,1.0e20,3600.00049,0
5,84,scip,0,-1.40550449e8,0.00888040376947873,3600.00051,0
5,84,scip,1,-1.40452164e8,0.015518083910591608,3600.003511,0
5,84,scip,2,-1.39249602e8,0.021918737163803867,3600.002304,0
5,84,scip,3,-1.38674648e8,0.03494322179940604,3600.003603,0
5,84,scip,4,-1.40877128e8,0.007459606109076156,3600.00366,0
5,85,scip,0,-2.5706416e8,0.0,261.384518,0
5,85,scip,1,-2.5706416e8,0.0,410.436116,0
5,85,scip,2,-2.5706416e8,0.0,243.636171,0
5,85,scip,3,-2.5706416e8,0.0,370.147412,0
5,85,scip,4,-2.5706416e8,0.0,266.271816,0
5,86,scip,0,-2.59228431e8,0.007558468790314355,3600.001903,0
5,86,scip,1,-2.5955537e8,0.005917670928488062,3600.001205,0
5,86,scip,2,-2.58847576e8,0.00900690919476968,3600.004602,0
5,86,scip,3,-2.59450859e8,0.006360135127593494,3600.002786,0
5,86,scip,4,-2.59558875e8,0.006500819811816705,3600.000797,0
5,87,scip,0,-3.6335408e7,5.257845653533529,3600.027344,0
5,87,scip,1,-3.6335408e7,5.257845653533529,3600.07574,0
5,87,scip,2,-3.6335408e7,5.257845653533529,3600.083664,0
5,87,scip,3,-3.6335408e7,5.257845653533529,3600.071355,0
5,87,scip,4,-3.6335408e7,5.257845653533529,3600.019877,0
5,90,scip,0,-2.7374609102487314e8,0.0,1156.517532,0
5,90,scip,1,-2.73746091e8,0.0,1070.932408,0
5,90,scip,2,-2.73746091e8,0.0,1275.258641,0
5,90,scip,3,-2.73746091e8,0.0,1073.082711,0
5,90,scip,4,-2.73746091e8,0.0,2514.753998,0
5,91,scip,0,462872.0,0.0,2199.913553,0
5,91,scip,1,463024.0000000003,0.0,1155.573756,0
5,91,scip,2,463024.0,0.0,1084.377869,0
5,91,scip,3,465241.0,0.0,2191.553392,0
5,91,scip,4,462843.99999999994,0.0,1421.151986,0
5,93,scip,0,8034.0,0.0,0.012223,0
5,93,scip,1,8034.0,0.0,0.011934,0
5,93,scip,2,8034.0,0.0,0.011874,0
5,93,scip,3,8034.0,0.0,0.017742,0
5,93,scip,4,8034.0,0.0,0.011753,0
5,94,scip,0,8908.0,0.0,0.026889,0
5,94,scip,1,8908.0,0.0,0.021519,0
5,94,scip,2,8908.0,0.0,0.029837,0
5,94,scip,3,8908.0,0.0,0.031356,0
5,94,scip,4,8908.0,0.0,0.025693,0
5,95,scip,0,5.0,0.0,2.34492,150
5,95,scip,1,5.0,0.0,2.822386,150
5,95,scip,2,5.0,0.0,3.002749,150
5,95,scip,3,5.0,0.0,2.383642,150
5,95,scip,4,5.0,0.0,2.301654,150
5,96,scip,0,3951.0,0.0,0.012552,0
5,96,scip,1,3951.0,0.0,0.008483,0
5,96,scip,2,3951.0,0.0,0.006749,0
5,96,scip,3,3951.0,0.0,0.007102,0
5,96,scip,4,3951.0,0.0,0.006213,0
5,97,scip,0,5148.0,0.0,0.007668,0
5,97,scip,1,5148.0,0.0,0.008536,0
5,97,scip,2,5148.0,0.0,0.008341,0
5,97,scip,3,5148.0,0.0,0.008143,0
5,97,scip,4,5148.0,0.0,0.007375,0
5,98,scip,0,5852.0,0.0,0.017442,0
5,98,scip,1,5852.0,0.0,0.029794,0
5,98,scip,2,5852.0,0.0,0.020794,0
5,98,scip,3,5852.0,0.0,0.022778,0
5,98,scip,4,5852.0,0.0,0.020875,0
5,99,scip,0,-26505.0,6.904117750920738,3600.003961,230
5,99,scip,1,-212068.0,1.0e20,3600.003933,230
5,99,scip,2,0.0,1.0e20,3600.011852,230
5,99,scip,3,-36345.0,4.753798308162123,3600.019122,230
5,99,scip,4,0.0,1.0e20,3600.007406,230
5,100,scip,0,-7752.0,0.0,288.776415,13
5,100,scip,1,-7752.0,0.0,163.098096,13
5,100,scip,2,-7752.0,0.0,139.957862,13
5,100,scip,3,-7752.0,0.0,156.662338,13
5,100,scip,4,-7752.0,0.0,211.192001,13
5,101,scip,0,-122852.0,0.0,78.526905,0
5,101,scip,1,-122852.0,0.0,232.834824,0
5,101,scip,2,-122852.0,0.0,66.013174,0
5,101,scip,3,-122852.0,0.0,74.167528,0
5,101,scip,4,-122852.0,0.0,67.849007,0
5,102,scip,0,-116636.0,0.0,85.041141,0
5,102,scip,1,-116636.0,0.0,79.738851,0
5,102,scip,2,-116719.0,0.0,81.886551,0
5,102,scip,3,-116719.0,0.0,76.636685,0
5,102,scip,4,-116719.0,0.0,82.415155,0
5,103,scip,0,-1.300178e6,1.0e20,3600.109643,178
5,103,scip,1,-1.300178e6,1.0e20,3600.191532,178
5,103,scip,2,-1.300178e6,1.0e20,3600.137262,178
5,103,scip,3,-1.300178e6,1.0e20,3600.185844,178
5,103,scip,4,-1.300178e6,1.0e20,3600.195128,178
5,106,scip,0,-134923.0,0.20964539276603747,3600.047855,197
5,106,scip,1,-128158.0,0.24885804301199024,3600.043556,197
5,106,scip,2,-4.855476e6,1.0e20,3600.041241,197
5,106,scip,3,-4.855476e6,1.0e20,3600.014223,197
5,106,scip,4,-13530.000000000018,11.053476852370908,3600.047034,197
5,107,scip,0,-136520.0,1001.3016832657444,3600.206852,277
5,107,scip,1,-136520.0,1001.3016832657444,3600.191984,277
5,107,scip,2,-136520.0,1.7212672049253346,3600.017715,277
5,107,scip,3,-136520.0,1.7212672049253457,3600.028289,277
5,107,scip,4,-136520.0,1.7212672049253093,3600.016144,277
5,108,scip,0,87132.0,0.0,5.600846,0
5,108,scip,1,87132.0,0.0,5.692698,0
5,108,scip,2,87132.0,0.0,6.548735,0
5,108,scip,3,87132.0,0.0,4.002817,0
5,108,scip,4,87132.00000000001,0.0,6.505141,0
5,109,scip,0,71837.0,0.0,0.026412,0
5,109,scip,1,71837.0,0.0,0.028966,0
5,109,scip,2,71837.0,0.0,0.026474,0
5,109,scip,3,71837.0,0.0,0.029902,0
5,109,scip,4,71837.0,0.0,0.026434,0
5,111,scip,0,46877.0,0.0,0.040071,0
5,111,scip,1,46877.0,0.0,0.045203,0
5,111,scip,2,46877.0,0.0,0.045043,0
5,111,scip,3,46877.0,0.0,0.039028,0
5,111,scip,4,46877.0,0.0,0.041963,0
5,112,scip,0,46877.0,0.0,0.123595,0
5,112,scip,1,46877.0,0.0,0.08113999999999999,0
5,112,scip,2,46877.0,0.0,0.08454099999999999,0
5,112,scip,3,46877.0,0.0,0.083586,0
5,112,scip,4,46877.0,0.0,0.08090599999999999,0
5,113,scip,0,46877.0,0.0,0.167458,0
5,113,scip,1,46877.0,0.0,0.268373,0
5,113,scip,2,46877.0,0.0,0.169797,0
5,113,scip,3,46877.0,0.0,0.184966,0
5,113,scip,4,46877.0,0.0,0.169377,0
5,114,scip,0,46877.0,0.0,0.02061,0
5,114,scip,1,46877.0,0.0,0.021851,0
5,114,scip,2,46877.0,0.0,0.022813999999999997,0
5,114,scip,3,46877.0,0.0,0.020565999999999997,0
5,114,scip,4,46877.0,0.0,0.021807,0
5,115,scip,0,60720.0,0.0,0.5918329999999999,0
5,115,scip,1,60720.0,0.0,0.581423,0
5,115,scip,2,60720.0,0.0,0.554497,0
5,115,scip,3,60720.0,0.0,1.262025,0
5,115,scip,4,60720.0,0.0,0.572724,0
5,116,scip,0,95378.0,0.0,0.403961,0
5,116,scip,1,95378.0,0.0,0.408977,0
5,116,scip,2,95378.0,0.0,0.376826,0
5,116,scip,3,95378.0,0.0,0.402734,0
5,116,scip,4,95378.0,0.0,0.387721,0
5,117,scip,0,45008.0,0.0,0.013319,0
5,117,scip,1,45008.0,0.0,0.011372,0
5,117,scip,2,45008.0,0.0,0.012999,0
5,117,scip,3,45008.0,0.0,0.014261,0
5,117,scip,4,45008.0,0.0,0.012654,0
5,118,scip,0,3.577362783187e12,0.0,113.049991,885
5,118,scip,1,3.577362783187e12,0.0,124.475221,885
5,118,scip,2,3.577362783187e12,0.0,53.631316,885
5,118,scip,3,3.577362783187e12,0.0,100.080265,885
5,118,scip,4,3.577362783187e12,0.0,54.7494,885
5,119,scip,0,0.0,1.0e20,3600.003173,0
5,119,scip,1,0.0,1.0e20,3600.000678,0
5,119,scip,2,568.0,1.0e20,3600.001315,0
